sex	item_1	item_2	item_3	item_4	item_5	item_6
1	1.51907547235371	1.2629961447754	1.25618567577287	.871711688476188	1.40413427924822	1.42551507427317
0	1.55688066169542	1.14549587456696	1.44997313778307	1.63002454604249	1.35969367932271	1.67447630861332
0	1.53794191072903	2.00363982826355	1.37016497919001	1.58165553142165	1.45954482285948	1.57007318891182
1	1.71127221831537	1.1854014187405	1.21846725047639	1.48704426422003	1.5551928975817	1.55856558206034
1	.824175442966349	.795703768885037	.755182571479398	.444685821261446	.709020529716236	.693147180559945
0	1.62353803681288	.921079248605952	1.83081991312865	1.55688066169542	1.5014071682204	1.0064969997603
0	1.5551928975817	1.55666984689544	1.74658775058133	1.10393145014571	1.17279168684236	1.12492959698548
1	1.72704315450836	1.65784705164179	1.50318811259139	1.03247248616356	1.12752363216253	1.76473079684014
0	1.5014071682204	2.01636861270387	1.55011244634929	.982827255674399	1.42551507427317	1.33684147740036
1	1.38429235844922	1.49604522507901	1.53622185010284	1.62845591826986	1.75647765508342	1.36404875217257
1	1.57505348557227	1.34755353280346	1.31774781858478	1.13236938546624	1.50496589083739	1.59635267288544
1	1.82567768743152	1.5532907518111	1.5295285292058	1.12232881528543	1.41171841346005	1.1458138901524
0	1.67877739051271	1.42166150495718	1.15813826798214	1.28978346073905	1.6110366337978	1.52060669872748
0	1.15562254338489	1.53104384500609	1.23285176387631	1.22612560896707	1.32015455861535	1.17773149312071
0	1.54820060296291	1.1349442179155	2.08156428706081	1.31560362049712	1.22141971792966	1.44809476202534
1	1.601204107507	1.5171033012313	1.32654435671412	1.19513385565873	.858237800425538	1.01812503775542
1	1.58678322186929	1.75371140159053	1.79707863070566	1.27396517614597	1.41001088773721	1.38027628879433
0	1.73835869250094	1.49222971152856	1.62668826584063	1.48704426422003	1.68343159234243	1.62982860208183
1	1.56192692976305	1.20237152295896	1.15310047395218	1.04942204447734	.948951514113703	1.21669157673371
0	1.76061274023122	1.55011244634929	1.27200521471776	1.10094290400639	1.59493322623122	1.32415296458204
1	1.40019726628888	1.52257197941244	1.9469096493884	1.26976054486394	1.4233492690709	1.70547510063104
1	1.44078254640396	1.36174548819848	1.6641154737248	1.59168119084484	1.55498172663804	1.59147758705711
0	1.27620043832282	1.22377543162212	.991769193050061	.994732158180718	.976444654693902	1.0522192490984
0	1.27424485731127	1.31157081492395	1.81531322218179	1.99388365331819	1.40388866952084	1.66222009787307
1	1.72846461885574	1.75353825640786	1.50474384131943	1.52605630349505	2.18739868318493	1.46302389397856
0	1.71541823597133	1.30073647275824	1.35170291635027	1.27396517614597	1.72419414973229	1.55159691274425
1	1.59168119084484	1.52257197941244	1.038154319631	1.71541823597133	1.09594206011223	1.35351287159551
1	1.46856535355268	1.42719635244032	1.04942204447734	1.56694786081315	1.29170891863002	.8166913666514
1	1.8113986844804	1.93787797735805	2.0344441757491	2.17645481584983	1.91692261218206	1.22612560896707
0	1.70819668445736	1.31774781858478	1.33920275358604	1.62037785247243	1.37447478431455	1.39028638238943
1	2.04575548402503	1.41220574290439	1.32015455861535	2.18188530775626	1.5898472626691	1.28757838818073
1	1.12460486894236	.948951514113703	1.02926221053332	.85526603003638	.946237808242107	1.80894429398216
0	1.43888681123906	1.29198368164865	1.72988406550997	1.48342107185061	1.07158361628019	1.37826218942263
0	2.16470138563066	2.31293138504819	1.48319418585985	1.55688066169542	1.1527847675565	1.28093384546206
0	1.2308094582795	.949338585920355	1.7509374747078	.630739720431328	.958200134951365	1.15057202759882
1	1.57028119723291	1.54158724552593	1.71397809170802	1.19270961204723	1.20207099703634	1.40019726628888
0	1.55011244634929	1.50118432699385	1.88812969304775	1.30073647275824	1.19513385565873	1.57360345942488
1	.924655648205783	.907855253053053	.970778917158225	1.28978346073905	1.32654435671412	.933737645477876
1	1.45208210165789	1.26976054486394	1.27200521471776	1.45931245385646	1.67147330335355	1.31774781858478
0	1.4904291258519	1.53126013137008	2.3646204839135	1.47978470420723	1.78892211440789	1.61899212523891
1	1.73254010956808	1.07158361628019	.7738050835774	.528861986252089	.270790204781563	.765932850285593
0	1.18295343710186	1.62531126159039	1.63919087058345	1.0064969997603	1.33473787420549	.837680331292244
1	1.80746876293323	1.36609165380237	2.07140936998257	1.62531126159039	1.88585679260717	1.19270961204723
0	1.48523430897479	1.71847167345822	1.43126772676262	1.30508430569435	1.61899212523891	1.32228903114398
0	1.81937463626103	1.47224267325626	1.26947960652806	1.63159071707523	2.04575548402503	1.56171717622269
0	1.42166150495718	1.7311244306907	1.20955718261984	.888302695333986	1.74954762041875	.917889453237852
0	1.53837146400024	1.29390491182654	1.02101104264456	1.19725025856511	1.62057565684456	1.10127540608759
1	1.98622915995766	1.708377860289	1.62825966667469	1.26751082512992	1.77291638142658	2.06736896044557
0	1.59005119863391	1.19027947719393	1.60623278148515	1.7367751608953	1.3244189574018	1.62215668484188
1	1.57048916229553	1.28757838818073	1.82825210558708	1.09359974684457	1.07397800770975	.758934921097948
0	1.49087957630997	1.34338686010861	1.48319418585985	1.43484640170206	1.5636033760903	1.33920275358604
1	1.62845591826986	1.88205710720884	1.36200166855085	1.53277282749862	1.83848400940092	1.35995038578029
0	1.93787797735805	1.77410453398933	1.65173082462435	1.50851199384414	1.39426253076907	1.42935385058034
1	1.51885653420286	.961264097516886	1.60301734463118	.89199803930511	1.12752363216253	1.12752363216253
0	1.55011244634929	1.48160454092422	.851858871714766	.676509539406922	.720762347592919	1.07431959609907
1	1.42166150495718	.489806256541915	.724161234089115	.542324290825362	.720762347592919	.701115350209122
0	1.11939482785064	1.43317794701874	1.74815583174592	1.48137724236658	1.48885094944498	1.17526464018919
0	1.44054577595181	1.63159071707523	1.64557695904997	1.21905844174398	1.3800247481063	1.50674051419576
0	1.80104951613515	1.56003756213897	1.71127221831537	.988797422660903	1.24674489616981	1.2559008971863
0	1.28093384546206	1.18784342239605	1.66392609771817	1.45768435720656	1.03247248616356	1.0353174382958
1	1.63002454604249	.917490012449637	.976821231614187	.743364896720563	.936877365482543	.83116847845732
1	1.46695226413735	1.39822293198516	1.23779435280145	1.78892211440789	1.42527466076077	1.62688482603782
1	1.57173604525009	1.97851562308988	1.26976054486394	1.37422177988562	1.84624765451212	1.35351287159551
1	1.14549587456696	1.64093657949347	1.27843071524395	1.60140574073684	1.60923789243143	1.43126772676262
1	.83116847845732	1.35583515363518	1.14262917408488	1.00941670986364	1.50496589083739	.743364896720563
1	1.84861228082084	2.06025872226306	1.44456326924387	1.1999647829284	1.18509574855625	1.12978790613656
0	1.18295343710186	1.1999647829284	1.65019590490627	1.5467110825258	1.14549587456696	1.04063000612976
1	1.81807677754543	1.19270961204723	1.26722925396095	2.15454901416664	2.09137011254511	1.56339397393269
0	1.47796154964571	1.54158724552593	1.0602179006808	1.17557332980424	1.46510554154418	1.13783300182139
1	1.57526046063251	1.56694786081315	2.06534261730033	1.99279373495416	1.56861591791385	1.35170291635027
1	1.31372366828506	1.62057565684456	.735248356578581	1.09594206011223	1.26947960652806	.78845736036427
0	1.7067460949011	1.65784705164179	1.4978357358528	1.06056422103058	1.42359014586359	1.38804283165401
0	1.31988742892229	1.52605630349505	1.83338114391887	1.90165966492791	1.16315080980568	1.5014071682204
1	1.26947960652806	1.96304816499999	1.28315360220038	1.30698055440017	1.56192692976305	1.52605630349505
0	1.55180879959746	1.92044581018938	.820660500858905	.740030766458796	1.14771986277514	.551583616238158
0	1.47978470420723	1.76061274023122	1.52779392339359	2.08827739034224	1.34755353280346	1.17803942229943
0	2.21909478249502	2.37136460838887	1.67728345932917	1.83226141253738	1.50674051419576	1.6923073902564
0	1.02675818490013	1.65784705164179	1.23547147138531	1.10127540608759	1.02675818490013	.982827255674399
1	1.07976920086663	1.0353174382958	1.58165553142165	.864997437486605	.872129836088385	.837680331292244
0	1.91692261218206	1.60783663106713	1.36813039049222	1.62531126159039	1.28065602909689	1.24242399070019
1	1.04098317583147	1.1854014187405	1.72401581714154	.936877365482543	1.19027947719393	.724645847619316
1	1.75630498824365	1.45020768686354	1.40976671730503	1.81823910203243	1.41585316336144	1.00905221195547
0	1.55159691274425	1.5931052578132	1.46325540225602	.914689450507181	1.1144856378244	1.41779302817926
0	1.62668826584063	1.81531322218179	2.11854205530175	1.41755075077044	1.72115816204451	1.43484640170206
1	1.37422177988562	1.5802150537572	1.52431565901727	1.34495139758551	1.31130138207846	1.29855544681188
0	2.43702856954354	1.43484640170206	1.5118250835671	2.05514884911079	1.1349442179155	1.21905844174398
0	1.75630498824365	1.71253587043767	1.41561041545394	1.26525603274283	1.65498472739007	1.91441948196394
1	1.52605630349505	1.36379309577338	1.08485137341807	.728031582413447	.949338585920355	.6227247162634
0	2.00781126672851	1.84118435255558	1.29170891863002	1.62688482603782	1.86748517975619	1.11939482785064
0	1.3800247481063	1.56192692976305	1.1144856378244	.905027539595444	1.19210263175545	1.1144856378244
1	.635518067723309	.952429778490028	.875051983857558	.63921883853439	.56531380905006	.60103189165214
0	1.95515301613649	1.14771986277514	1.43126772676262	1.36174548819848	.728031582413447	1.30073647275824
0	1.78238230741546	1.9650122509288	1.60783663106713	1.55688066169542	1.29390491182654	1.13236938546624
1	1.7127162618876	1.56506796469816	1.31988742892229	1.81937463626103	1.22377543162212	1.5118250835671
1	.961646433594952	1.31774781858478	1.2895080924322	1.54329810992956	1.0821440959608	1.8586389980676
1	1.27647949511268	1.23750428753473	1.2308094582795	1.59635267288544	1.34755353280346	1.76866141798208
0	1.47613506511968	1.99483635839195	1.41972913720613	1.48319418585985	1.73395378713167	1.28315360220038
0	1.9434786238639	1.32202247109975	.985816794522765	1.0602179006808	.755182571479398	.875051983857558
0	1.5153469890345	1.15813826798214	.997686370078149	.976821231614187	1.24932850604673	1.49962304642689
1	1.85489075066814	1.91574544900905	2.4558210688929	2.27736984385298	1.18019227566053	1.54521934010745
1	1.11152851393466	1.43150670394144	1.65307194945416	1.04942204447734	1.46856535355268	1.07124109187198
0	1.65765648470457	1.09058011697085	.837680331292244	.735727628095064	1.15813826798214	.643431588314012
0	1.61402736476791	1.57194370800652	1.90389696916491	1.31560362049712	1.34755353280346	1.21876288979857
0	.914288729203482	1.13558689145947	1.03211629737975	.821100544870406	1.16782735768958	.911479174876933
0	1.90016534307184	1.14549587456696	.904622927006473	1.28978346073905	1.45954482285948	1.14549587456696
0	1.8965698335804	1.36813039049222	1.82696572496267	1.41561041545394	2.07731428066366	2.24410816323507
1	1.37624402526639	1.2828764019214	.970778917158225	2.01955883207846	1.47407627450342	1.24444273687965
0	1.53987344904819	1.0123279200711	1.33894066473642	1.57505348557227	.885006441834389	2.23044441521636
0	1.37624402526639	1.41390952815286	.920681080175448	1.33710411692912	.964699871081843	1.68026909319469
0	1.58678322186929	1.54500605227471	1.22847027592632	1.7067460949011	1.27424485731127	1.26751082512992
1	1.79956228129108	.917889453237852	1.43317794701874	1.0462658082959	1.34547236659964	.647626665258136
1	1.15813826798214	1.18753849786251	.601579987034455	1.48862529221735	.802898044519065	.569848964215452
1	1.43317794701874	1.30508430569435	1.20686860743796	1.07124109187198	1.44809476202534	1.42527466076077
1	1.19755223652301	1.41779302817926	1.53987344904819	1.10127540608759	1.65153908845274	1.37219543674039
1	.795703768885037	1.41171841346005	1.34129699518915	.824175442966349	1.38429235844922	.838112950810131
0	1.70238165807684	1.22583213867883	2.0580902157688	1.21876288979857	1.1854014187405	1.07976920086663
0	2.30168468775088	1.45954482285948	2.16378269011359	1.75353825640786	1.65765648470457	1.40976671730503
0	1.33920275358604	1.69799808941358	1.46672161023251	1.30698055440017	.939616557177652	1.49245455694828
0	1.52431565901727	1.0522192490984	1.6110366337978	1.12232881528543	1.05779029414785	1.2047724844965
1	1.22817749302275	1.16782735768958	1.15530763234465	1.39227643279744	1.18997529468208	1.16283826096738
0	1.4233492690709	1.43888681123906	.979453306831795	1.07397800770975	1.06298511102496	.994362267294311
0	1.32202247109975	1.44243837173793	1.52779392339359	1.24645741593209	1.4614018336067	1.4743052384426
1	1.56024766824333	1.54479271894057	1.16533592071102	1.3180155203666	1.4904291258519	1.0346069586922
0	1.46856535355268	1.82067081272248	1.6094379124341	1.53126013137008	1.7509374747078	1.66959183525385
0	1.53965901782618	1.3840418260666	2.39571107098353	1.15499262210422	1.76746677665901	1.88585679260717
0	1.29198368164865	1.02675818490013	1.11185751541813	.78845736036427	1.07976920086663	1.71127221831537
0	1.42166150495718	1.20716769522246	1.038154319631	1.19755223652301	1.17310114065885	1.1999647829284
0	1.94705235363409	1.37826218942263	1.5295285292058	1.37396871142925	1.33526419000711	1.42935385058034
0	1.83098018238134	2.13582187511594	1.73130150019094	1.76746677665901	1.20746669358019	1.89791966505645
1	.862045717021759	.946237808242107	.872129836088386	1.08518926833597	.985443590562472	1.06056422103058
0	1.24242399070019	1.09058011697085	1.33473787420549	.898941093539042	1.41196210786847	1.10426296017692
0	1.77833644889591	1.71721550460753	1.84861228082084	1.71847167345822	1.90746627694003	1.02961941718116
0	1.47978470420723	1.4080558529014	1.30725115377944	1.36200166855085	1.1999647829284	1.34781337430161
0	1.45768435720656	1.86500993096765	2.01543621170392	1.6094379124341	1.34338686010861	2.01769910784427
1	1.18325976272839	1.59797243432482	1.2308094582795	.998055033676794	1.41561041545394	1.11185751541813
0	.911479174876933	1.17310114065885	.943127385827715	1.43317794701874	1.81286843243829	.845009529869193
1	1.00941670986364	1.06333047452347	1.0123279200711	1.38829236378256	1.17062282464438	.997686370078149
0	.740030766458796	.79885763498206	1.45044218094364	1.08518926833597	1.47613506511968	.845009529869193
0	1.22612560896707	1.39028638238943	1.24444273687965	1.24242399070019	2.17384221710132	1.19725025856511
0	1.42911435830282	1.42383096464862	1.36404875217257	1.04380405217312	1.26525603274283	1.30073647275824
0	1.41779302817926	1.34937100701529	1.02997649627797	.911077164821268	1.35196168203938	1.19240616795447
0	2.0344441757491	1.00356873998122	.89199803930511	.898534010284897	.747635365844014	.89527136465008
0	1.56548602490492	1.09594206011223	1.2308094582795	1.16315080980568	1.16813835131672	1.39624469197306
0	.970400057521187	1.15845228902413	1.22583213867883	.869199124340304	.777488328993696	1.18753849786251
0	1.04415610287205	1.00613143587394	.781615828547553	.949338585920355	1.21164331063016	.933737645477876
0	.927428476284611	1.58841854521003	.875468737353899	.810040932031445	.802898044519064	1.61740608208328
1	2.13487624856794	1.40241374299977	1.50296566792358	1.12752363216253	1.77563008729817	2.08542361335738
0	1.44644828393964	1.74954762041875	1.5208252540775	1.90151033318717	.917889453237851	1.14803717199563
0	1.45768435720656	1.85754720976606	1.17803942229943	1.56694786081315	1.70402055492005	1.30318445439689
0	2.24156039115627	1.66864977206595	1.97837733919282	1.0039352417262	1.4558204237685	1.28343072566065
0	1.2308094582795	.992140044157593	.841567185678219	1.14039382268307	1.16564769000427	1.38804283165401
0	1.31157081492395	1.37396871142925	1.21935390636424	.939616557177652	.940007258491472	.865418401500399
0	1.80516915613797	1.05500865118598	1.67147330335355	1.49425150262498	1.00613143587394	1.27200521471776
0	1.24242399070019	.940007258491471	1.22847027592632	1.0123279200711	1.51380768141885	1.09627622887056
0	1.12232881528543	1.52779392339359	1.04098317583147	1.08248290673823	1.42935385058034	1.1999647829284
0	1.06608909696255	1.14549587456696	.958583644064407	1.15310047395218	1.11710687130427	1.13783300182139
0	1.64865862558738	1.30968325874805	1.21431909638008	1.15530763234465	1.40019726628888	1.44832975203934
0	1.53815671042914	1.97074212475649	1.7592362775225	1.44832975203934	1.70547510063104	1.91323936676576
0	1.42142016309526	1.02137120832466	1.18264701761118	1.82454929205105	.924258901523332	1.5014071682204
0	1.91574544900905	.824175442966348	1.48523430897479	.96774401346307	.784814369085769	1.15310047395218
0	2.09629865874626	1.85379486014751	1.27396517614597	1.78657940918651	1.77427415488704	2.13381134874536
0	1.86748517975619	1.41390952815286	1.45954482285948	.905027539595445	.997686370078149	.83116847845732
1	1.63002454604249	.701611258972075	1.07670745328006	1.4743052384426	.810040932031444	1.17557332980424
0	1.96403069016851	1.38629436111989	1.32228903114398	.955895986466516	.885006441834388	.736206670020393
0	1.63938498880205	1.99388365331819	1.69818112226849	1.57360345942488	1.0522192490984	1.69377906086785
1	1.39624469197306	1.68026909319469	1.63646925148513	1.46302389397856	1.50318811259139	.677525799656987
0	1.15025552181995	.89199803930511	1.62215668484188	1.12232881528543	1.24932850604673	.93058803657498
0	1.52605630349505	1.95274388863388	.964699871081842	1.11710687130427	1.70710893960755	2.18109519540634
0	1.30291275218084	1.00063188030791	1.15530763234465	.869199124340304	1.88220937215013	1.52779392339359
0	.38117241553912	.418052223613636	.241376319575269	.0468835858988505	.313349819200359	.6270073780554
0	1.46325540225602	1.96403069016851	1.4558204237685	1.2047724844965	2.15350486997989	.898126761246484
0	1.68917288045295	1.53298874027069	1.65000387418076	1.24961516220464	1.45395300959371	1.815638743018
0	1.83721073213197	2.01009146354504	2.18199813000493	2.44199914877672	1.95614332533534	1.78641186290146
0	1.87118660285938	1.69506499840154	1.78775144783052	1.32228903114398	1.32228903114398	1.63627456638766
0	1.75647765508342	1.63002454604249	1.41561041545394	1.30968325874805	1.1400740784757	.848440064965981
0	1.65784705164179	1.29417907221208	2.25255415938848	1.68787933874066	2.28879038197186	1.84624765451212
1	2.01436954493612	1.69359522044082	1.5835045304076	1.52431565901727	1.82341962195592	1.53126013137008
1	1.06608909696255	1.06884013033444	.872129836088385	.982827255674399	1.45954482285948	1.27396517614597
0	1.65019590490627	2.24145409298981	1.96739203787121	1.94819325506988	1.5295285292058	1.79309191446183
1	2.04277755730824	1.78791876984212	1.83864305512691	1.31988742892229	1.58841854521003	1.85254094148791
0	1.42743630445107	1.65460246438847	1.5551928975817	1.36404875217257	1.37624402526639	1.20686860743796
0	1.54820060296291	1.75509548485646	2.04173967449582	1.18295343710186	1.66978014144026	1.10955222870644
0	.961646433594952	1.08248290673823	1.5467110825258	1.07704811075227	1.47613506511968	1.73835869250094
1	1.48885094944498	1.4080558529014	1.32866524828325	1.37826218942263	1.56506796469816	1.36787577559587
0	1.80253454239601	1.59979153538229	1.76044078597063	1.35583515363518	2.21571915997238	1.26751082512992
0	1.01776370080479	1.0609104214841	1.07942946925134	1.35583515363518	1.13783300182139	1.19513385565873
1	1.75232539998265	1.72258801036676	1.26101454469313	1.37422177988562	1.51885653420286	1.6094379124341
1	2.26675063998483	1.442674694556	2.02498535588378	1.49604522507901	1.75647765508342	1.47978470420723
0	1.01559293294802	.898126761246484	.821100544870406	1.1999647829284	1.47040570373854	.479953960098904
0	1.32228903114398	1.47955699157958	1.41585316336144	1.28121158466674	1.38829236378256	1.79309191446183
1	1.69818112226849	1.75785791755237	.917889453237852	2.40586344244755	1.72704315450836	1.64229224930505
1	1.13783300182139	2.32317172660243	1.16283826096738	1.1069110914828	1.81401007816287	1.05500865118598
0	.859085258103376	.708528282598248	1.51028034090088	.795703768885037	.997686370078149	1.0602179006808
1	.201306856705035	.0468835858988505	.0478373294141601	.0382587121170903	.359770148846035	.0610950993598108
1	.408128225527648	.973804638074762	.464991087422191	.207826847202317	.272314595320659	1.26947960652806
1	1.46510554154418	1.78238230741546	1.37016497919001	1.85988529827566	1.71865099740742	1.54500605227471
1	1.98306829702225	2.01209909320953	1.83736998048011	1.56861591791385	1.41779302817926	1.30941331678393
0	1.26947960652806	1.63471571961837	1.33946477376309	1.23518073145013	1.23547147138531	1.26779231703889
0	1.54158724552593	1.52257197941244	1.30073647275824	1.31587189682334	1.6094379124341	.940007258491471
0	1.7795181828057	1.4978357358528	1.15310047395218	.952815506556527	1.00320210386345	1.34129699518915
1	1.49425150262498	1.29170891863002	1.60482729987642	.878381158800935	1.36609165380237	1.65937028118231
0	1.68510181635509	1.70238165807684	1.57712131095756	2.09826329592042	1.77968688799379	1.86004097664446
1	1.81791442670491	1.05813745610239	1.29609609320174	1.44644828393964	1.22847027592632	1.97060276164568
0	1.86748517975619	1.24703229378638	.914288729203482	1.19301296408959	1.22141971792966	1.7769841836459
1	1.28343072566065	.689139159162407	.878381158800935	.831603923706961	.546964670381864	1.13783300182139
0	1.42719635244032	1.04661699354973	1.93094153336139	1.27647949511268	1.72846461885574	1.20746669358019
1	1.28093384546206	1.20955718261984	1.38027628879433	1.30508430569435	1.25846098961001	.781615828547554
1	2.00579500151154	1.56694786081315	1.66392609771817	1.68045539966938	2.35251746174225	1.5551928975817
0	1.83465930354328	1.61581751939814	1.57526046063251	1.18814825397896	1.43698747543541	1.76335999470636
0	2.00053360657496	1.43102869246006	2.29051251175978	1.92643603921993	1.44997313778307	1.01486829523515
1	1.22641899315577	1.33289358439278	1.16315080980568	1.11939482785064	1.08518926833597	1.06367571878721
0	.445326641533295	.182321556793955	.234281295724666	.0535407669280298	.16296882827814	.0769610411361284
